section name,section type,size
.text.DB_GetLeNameUTF8,text,30
.text.BT_UpdateNV,text,14
.text.DB_SetVisibility,text,12
.text.DB_GetVisibility,text,12
.text.DB_GetPairedNum,text,12
.text.DB_GetPairedInfoFormIndex,text,64
.text.DB_SearchBtPairInfo,text,72
.text.DB_RemoveBtPairedInfo,text,100
.text.DB_GetPairedDeviceList,text,8
.text.DB_GetLocalPublicAddr,text,220
.text.DB_SaveSmpKeyInfo,text,156
.rodata.DB_GetLocalPublicAddr.str1.1,rodata,181
.rodata.DB_Init.str1.1,rodata,161
.rodata.DB_RemoveBtPairedInfo.str1.1,rodata,35
.rodata.DB_SaveSmpKeyInfo.str1.1,rodata,104
.rodata._DB_SaveToNV.str1.1,rodata,21
.text.prv_uart_rx_avail_cb,text,54
.text.UART_GetControllerBqbMode,text,12
.text.UartDrv_Configure,text,4
.text.UartDrv_Rx,text,524
.text.UART_Write,text,100
.text.UartDrv_Stop,text,88
.text.UartDrv_Start,text,124
.rodata.UART_Write.str1.1,rodata,23
.rodata.UartDrv_Rx.str1.1,rodata,217
.rodata.UartDrv_Start.str1.1,rodata,60
.rodata.UartDrv_Stop.str1.1,rodata,26
.text.btConfigNvCheck,text,16
.text.btConfigNvMigration,text,48
.text.read_int,text,34
.text.noerror,text,2
.text.nofill,text,6
.text.rc_read,text,44
.text.rc_do_normalize,text,40
.text.rc_update_bit_0,text,18
.text.rc_update_bit_1,text,26
.text.write_byte,text,140
.text.peek_old_byte,text,56
.text.rc_is_bit_0,text,40
.text.rc_get_bit,text,50
.text.lzmaDecompress,text,1632
.text.lzmaDecompressProbe,text,136
.rodata.lzmaDecompress.str1.1,rodata,64
.rodata.rc_read.str1.1,rodata,15
.text.fdfill,text,4
.text.lzmaDecompressFileName,text,112
.text.crc32Init,text,4
.text.crc32Update,text,44
.text.crc32Calc,text,48
.text.crc32VariantInit,text,4
.text.crc32VariantUpdate,text,40
.text.crc32VariantCalc,text,48
.text.crc8RohcCalc,text,40
.text.crc16NvCalc,text,68
.rodata.gCrc8Table,rodata,256
.rodata.vds_crc32_table,rodata,1024
.text._bcdToAscii,text,54
.text.cfwDialStringToBcd,text,120
.text.cfwBcdToDialString,text,78
.text.cfwHexStrToBytes,text,94
.text.cfwBytesToHexStr,text,74
.text.cfwDtmfCharToTone,text,54
.text.cfwToneToDtmfChar,text,40
.text.cfwDecode7Bit,text,78
.text._BcdToDec,text,22
.text.cfwIsCfwEvent,text,36
.text.cfwIsCfwIndicate,text,72
.text.cfwDispatchInit,text,36
.text.cfwDispatchSetMainThread,text,12
.text.cfwRequestUTIEx,text,248
.text.cfwRequestUTI,text,8
.text.cfwRequestNoWaitUTI,text,48
.text.cfwReleaseUTI,text,116
.text.cfwDispatchSendEvent,text,96
.text.cfwInvokeUtiCallback,text,140
.rodata.cfwRequestUTIEx.str1.1,rodata,32
.text.CFW_EventName,text,20
.rodata.CFW_EventName.str1.1,rodata,32
.rodata.gCfwEventNames,rodata,2128
.text.cfwSmsDMaxRecCount,text,12
.text.CFW_RpcSendEvent,text,6
.text.CFW_RpcInit,text,48
.text.CFW_GetFreeUTI,text,52
.text.CFW_ShellControl,text,48
.text.CFW_CfgSetCharacterSet,text,48
.text.CFW_CfgSetConnectResultFormatCode,text,48
.text.CFW_CfgSetNewSmsOption,text,52
.text.CFW_CfgGetNewSmsOption,text,60
.text.CFW_CfgSetSmsOverflowInd,text,48
.text.CFW_CfgSetSmsFormat,text,48
.text.CFW_CfgGetSmsFormat,text,52
.text.CFW_CfgSetSmsShowTextModeParam,text,48
.text.CFW_CfgSetSmsParam,text,68
.text.CFW_CfgGetSmsParam,text,64
.text.CFW_CfgSetSmsStorageInfo,text,68
.text.CFW_CfgGetSmsStorageInfo,text,64
.text.CFW_SetSimStatus,text,52
.text.CFW_GetSimStatus,text,48
.text.CFW_GetSimType,text,48
.text.CFW_SimClose,text,48
.text.CFW_GetStackSimFileID,text,52
.text.CFW_GetStackSimFileIDByPath_V2,text,136
.text.CFW_UsimDecodeEFFcpV2,text,144
.text.CFW_SimReadRecordWithLen,text,60
.text.CFW_SimReadRecordAllParam,text,64
.text.CFW_SimGetDFStatus,text,52
.text.CFW_SimReadBinary,text,60
.text.CFW_SimReadBinaryV2,text,68
.text.CFW_SimGetOperationTimes,text,48
.text.CFW_SimUpdateBinary,text,144
.text.CFW_SimUpdateBinaryV2,text,148
.text.CFW_SimUpdateRecordAllParam,text,144
.text.CFW_SimGetFileStatus,text,52
.text.CFW_SmsMoInit,text,48
.text.CFW_SimInit,text,48
.text.CFW_CfgGetSimSwitch,text,52
.text.CFW_SwitchDualSimSlot,text,48
.text.CFW_CfgSetStoredPlmnList,text,64
.text.CFW_CfgGetStoredPlmnList,text,64
.text.CFW_CfgNwSetLockedFrequencyBand,text,56
.text.CFW_CfgNwGetLockedFrequencyBand,text,60
.text.CFW_CfgNwSetFrequencyBand,text,48
.text.CFW_CfgNwGetFrequencyBand,text,52
.text.CFW_CfgSetNwStatus,text,48
.text.CFW_CfgNwSetCgclassType,text,48
.text.CFW_CfgNwSetFM,text,48
.text.CFW_CfgNwGetOperatorInfo,text,60
.text.CFW_CfgNwGetOperatorIdWithIndex,text,148
.text.CFW_CfgNwGetOperatorName,text,72
.text.CFW_SetJammingDetectParamEx,text,92
.text.CFW_GetFreqScanAllInfo,text,56
.text.CFW_GetFreqScanEnd,text,56
.text.CFW_CheckSupportLteFreq,text,56
.text.CFW_CfgSetSSN,text,52
.text.CFW_ImsSetVolte,text,52
.text.CFW_ImsSetCevdp,text,52
.text.CFW_ImsGetCevdp,text,48
.text.CFW_ImsSetTerminalMode,text,52
.text.CFW_ImsGetTerminalMode,text,48
.text.CFW_ImsSetSrvccMode,text,52
.text.CFW_ImsGetSrvccMode,text,48
.text.CFW_ImsIsSet,text,48
.text.CFW_ImsIsRegistered,text,48
.text.CFW_NWSetRat,text,48
.text.CFW_NWGetRat,text,48
.text.CFW_NWGetStackRat,text,48
.text.CFW_NwGetAvailableOperators,text,48
.text.CFW_NwGetCurrentOperator,text,72
.text.CFW_NwGetSignalQuality,text,60
.text.CFW_NwGetStatus,text,64
.text.CFW_NwSetRegistration,text,80
.text.CFW_NwDeRegister,text,48
.text.CFW_DetachCSAndPS,text,48
.text.CFW_AttachCSAndPS,text,48
.text.CFW_NwGetAllDetach,text,52
.text.CFW_SetComm,text,56
.text.CFW_GetComm,text,52
.text.CFW_NwAbortListOperators,text,48
.text.CFW_CcAcceptSpeechCall,text,48
.text.CFW_CcGetCallStatus,text,48
.text.CFW_CcGetCurrentCall,text,88
.text.CFW_CcGetCurrentCallV2,text,96
.text.CFW_CcCallHoldMultiparty,text,52
.text.CFW_CcCallHoldMultiparty_V2,text,52
.text.CFW_CcInitiateSpeechCall_V2,text,68
.text.CFW_CcEmcDial,text,128
.text.CFW_CcReleaseCall_V2,text,48
.text.CFW_CcRejectCall,text,48
.text.CFW_CcPlayTone,text,48
.text.CFW_CcStopTone,text,48
.text.CFW_CcSetCsfbmtFlag,text,56
.text.CFW_SsQueryCallWaiting,text,52
.text.CFW_SsSetCallWaiting,text,52
.text.CFW_SsSetCallForwarding,text,68
.text.CFW_SsQueryCallForwarding,text,52
.text.CFW_SsSetFacilityLock,text,148
.text.CFW_SsQueryFacilityLock,text,56
.text.CFW_SsQueryClip,text,48
.text.CFW_SsQueryClir,text,48
.text.CFW_SsQueryColp,text,48
.text.CFW_SsQueryColr,text,48
.text.CFW_SimChangePassword,text,184
.text.CFW_SimGetAuthenticationStatus,text,48
.text.CFW_SimEnterAuthentication,text,180
.text.CFW_SimSetFacilityLock,text,144
.text.CFW_SimGetFacilityLock,text,52
.text.CFW_SimGetProviderId,text,48
.text.CFW_SimListPbkEntries,text,60
.text.CFW_SimGetPbkStrorageInfo,text,52
.text.CFW_SatResponse,text,152
.text.CFW_SatGetCurCMD,text,48
.text.CFW_GetMNCLen,text,52
.text.CFW_SimGetICCID,text,48
.text.CFW_SmsDeleteMessage,text,64
.text.CFW_SmsSetUnRead2Read,text,60
.text.CFW_SmsListMessages,text,68
.text.CFW_SmsReadMessage,text,60
.text.CFW_SmsSendPduMessage,text,136
.text.CFW_SmsSendMessage_V2,text,152
.text.CFW_SmsGetMessageNodeEx,text,92
.text.CFW_SmsInitComplete,text,48
.text.CFW_GprsSetPdpCxtV2,text,84
.text.CFW_GprsGetDefaultPdnInfo,text,64
.text.CFW_GprsGetPdpCxtV2,text,84
.text.CFW_GprsSetDefaultPdnMode,text,52
.text.CFW_GprsGetDefaultPdnMode,text,48
.text.CFW_GprsRemovePdpCxt,text,48
.text.CFW_GprsSetMinQos,text,60
.text.CFW_GprsGetMInQos,text,64
.text.CFW_GprsSetReqQos,text,60
.text.CFW_GprsGetReqQos,text,64
.text.CFW_GprsSetReqQosUmts,text,60
.text.CFW_GprsGetPdpAddr,text,72
.text.CFW_GprsGetstatus,text,64
.text.CFW_GprsSetstatus,text,60
.text.CFW_GetGprsAttState,text,52
.text.CFW_GetGprsActState,text,56
.text.CFW_GprsAct,text,52
.text.CFW_AttDetach,text,56
.text.CFW_GprsSecPdpAct,text,60
.text.CFW_GprsSetPsm,text,56
.text.CFW_GprsSetEdrx,text,52
.text.CFW_GprsSetCtxEQos,text,68
.text.CFW_GprsGetCtxEQos,text,64
.text.CFW_GprsSendData,text,148
.text.CFW_GprsAtt,text,52
.text.CFW_CheckTestSim,text,48
.text.CFW_EmodGetNvVersion,text,48
.text.CFW_EmodGetBaseBandVersionV1,text,48
.text.CFW_EmodGetNvData,text,48
.text.CFW_EmodSetNvData,text,140
.text.CFW_EmodSaveNvData,text,48
.text.CFW_EmodSpecialNvProcess,text,148
.text.CFW_EmodEngineerCmd,text,60
.text.CFW_EmodOutfieldTestStart,text,68
.text.CFW_EmodOutfieldTestEnd,text,48
.text.CFW_GetCellInfo,text,104
.text.CFW_GetFreeCID,text,52
.text.CFW_ReleaseCID,text,48
.text.CFW_SimGetACM,text,48
.text.CFW_SimSetACM,text,140
.text.CFW_EmodSetLteLockFreq,text,132
.text.CFW_EmodGetLteLockFreq,text,88
.text.CFW_EmodSetLteBand,text,140
.text.CFW_EmodGetLteBand,text,84
.text.CFW_EmodSetLteLockCell,text,52
.text.CFW_EmodGetLteLockCell,text,52
.text.CFW_GetBandFromFreq,text,48
.text.CFW_EmodGetCEMode,text,52
.text.CFW_EmodSetCEMode,text,52
.text.CSW_SetAudioCodecCalibParam,text,156
.text.CSW_SetAudioZspVqeCalibParam,text,156
.text.CSW_SetAudioZspPreProcessCalibParam,text,156
.text.CSW_SetAudioZspPostProcessCalibParam,text,156
.text.CSW_WriteCalibParamToFlash,text,148
.text.CSW_ExportCalibOrImportCalibFlashParam,text,160
.text.CSW_DumpPcmDataToTflash,text,148
.text.CSW_VersionControl,text,148
.text.CSW_SetAudioZspNxpCalibParam,text,156
.text.CFW_GetICCID,text,48
.text.hal_WriteGsmCalib,text,40
.text.hal_WriteLteCalib,text,40
.text.CFW_SetPsDataAttribute,text,72
.text.CFW_EmodSpCleanInfo,text,48
.text.CFW_EmodGetGsmCalibInfo,text,48
.text.CFW_EmodGetLteCalibInfo,text,48
.text.CFW_EmodSetTracePort,text,44
.text.CFW_GetSmsSeviceMode,text,48
.text.CFW_GetNetinfo,text,80
.text.CFW_GetLETRealTimeInfo,text,80
.text.CFW_GetLETRealTimeInfoV3,text,88
.text.CFW_NwGetQualReport,text,64
.text.CFW_nvGetPsmEnable,text,48
.text.CFW_nvGetPsmT3412,text,48
.text.CFW_nvGetPsmT3324,text,48
.text.CFW_nvSetPsmEnable,text,52
.text.CFW_nvSetPsmT3412,text,52
.text.CFW_nvSetPsmT3324,text,52
.text.CFW_nvGetEdrxEnable,text,48
.text.CFW_nvGetEdrxValue,text,48
.text.CFW_nvGetEdrxPtw,text,48
.text.CFW_nvSetEdrxEnable,text,52
.text.CFW_nvSetEdrxValue,text,52
.text.CFW_nvSetEdrxPtw,text,52
.text.CFW_nvmWriteStatic,text,44
.text.CFW_SimReadFiles,text,136
.text.CFW_SimGetOperatorNameV2,text,76
.text.CFW_SmsMtSmsPPAckReq,text,48
.text.CFW_SimWakeup,text,56
.text.CFW_SimCloseEx,text,56
.text.CFW_EmodResetImsDelta,text,48
.text.CFW_CcEmcDialEx_V2,text,152
.text.CFW_NwSetBlackList,text,80
.text.CFW_nvGetBlackListEnable,text,48
.text.CFW_nvSetBlackListEnable,text,48
.text.CFW_GetRFTemperature,text,52
.text.CFW_SetRFFreqPwrRange,text,52
.text.CFW_GetRFFreqPwrRange,text,76
.text.CFW_SetRFFreqPwrRange_V2,text,64
.text.CFW_GetRFFreqPwrRange_V2,text,72
.text.CFW_GprsSendCtxCfg_V2,text,76
.text.CFW_GetDrxCyc,text,48
.text.SimSelectApplicationReqV2,text,64
.text.CFW_SimTPDUCommand,text,140
.text.CFW_SimInitStage1,text,48
.text.CFW_SimPollReq,text,48
.text.SimPollOffReq,text,48
.text.CFW_GetUsimAID,text,72
.text.CFW_SatGetCurrentCmd,text,60
.text.CFW_SatGetSetupEventList,text,80
.text.CFW_SatSetEventList,text,52
.text.CFW_SatGetEventList,text,48
.text.CFW_SatGetSendSmsData,text,88
.text.CFW_SatGetSendSmsSCInfo,text,88
.text.CFW_SatGetRefreshFilesList,text,80
.text.CFW_SimRefreshFiles,text,76
.text.CFW_SimGetLanguage,text,76
.text.CFW_SatGetSetupIdleModeText,text,88
.text.CFW_SatGetPlayToneText,text,76
.text.CFW_SatGetPlayToneDuration,text,72
.text.CFW_SatGetPollIntervalDuration,text,60
.text.CFW_SatGetTimerManagement,text,80
.text.CFW_SatGetReceiveData,text,52
.text.CFW_SatGetSendData,text,88
.text.CFW_SatGetOpenChannelUserInfo,text,108
.text.CFW_SatGetOpenChannelAPN,text,76
.text.CFW_SatGetOpenChannelDestAddress,text,88
.text.CFW_SatGetOpenChannelNetInfoV2,text,92
.text.CFW_SatGetOpenChannelBearerDes,text,76
.text.CFW_CfgSetNewSmsOptionMT,text,52
.text.CFW_CfgGetNewSmsOptionMT,text,60
.text.CFW_StartNstMode,text,48
.text.CFW_StopNstMode,text,56
.text.CFW_NstConfig,text,80
.text.CFW_NstGetrssi,text,48
.text.CFW_SimSelectApplication,text,140
.text.CFW_SimManageChannel,text,52
.text.CFW_nvSetNwSearchPrior,text,96
.text.CFW_nvGetNwSearchPrior,text,76
.text.CFW_SetPdnActTimerAndMaxCount,text,60
.text.CFW_GetPdnActTimerAndMaxCount,text,64
.text.CFW_SetPdnDeactTimerAndMaxCount,text,60
.text.CFW_GetPdnDeactTimerAndMaxCount,text,64
.text.CFW_SetRRCRel,text,48
.text.CFW_GetRRCRel,text,48
.text.CFW_SetMeaReportFlag,text,56
.text.CFW_GetMeaReportFlag,text,56
.text.CFW_SetLCTimerEx,text,56
.text.CFW_GetLCTimerEx,text,56
.text.CFW_SetLimiteTimer,text,56
.text.CFW_GetLctLoopCout,text,56
.text.CFW_SetLctLoopCout,text,56
.text.CFW_SetLmtLoopCout,text,56
.text.CFW_GetLctMaxLen,text,56
.text.CFW_SetLctMaxLen,text,56
.text.CFW_SetLmtMaxLen,text,56
.text.CFW_GetEleFence,text,56
.text.CFW_SetEleFence,text,56
.text.CFW_GetEleFenceTimer,text,56
.text.CFW_SetEleFenceTimer,text,56
.text.CFW_SetSimFileUpdateCountMode,text,48
.text.CFW_GetSimFileUpdateCount,text,52
.text.CFW_SimGetEID,text,48
.text.CFW_GprsHostAddress,text,96
.text.SimSendStatusReq,text,48
.text.CFW_SatGetChannelID,text,52
.text.Cfw_SetTimezone,text,48
.text.CFW_SmsListFree,text,56
.text.CFW_UpdateNV,text,48
.text.CFW_CfgGetPocEnable,text,56
.text.CFW_NwSetSimSwich,text,48
.text.CFW_NwSetPocSimIndex,text,48
.text.CFW_EnableLpsLock,text,48
.text.CFW_GetNMR,text,48
.text.CFW_SetNvUpdateFlag,text,48
.text.CFW_SetTriBandSearchSupport,text,56
.text.CFW_DecodeCDMAImsi,text,76
.text.CFW_SimGetCdmaImsi,text,56
.text.CFW_CfgSetEnhancePwrSweepNonCE,text,56
.text.CFW_CfgGetEnhancePwrSweepNonCE,text,56
.text.CFW_CfgSetPeriodTauAftLocalRel,text,56
.text.CFW_CfgGetPeriodTauAftLocalRel,text,56
.text.CFW_SetMoSmsRetryCount,text,60
.text.CFW_SetVocLoopType,text,56
.text.CFW_SatGetDisplayText,text,108
.text.CFW_NwSetMaxAttFailForIratReq,text,56
.text.CFW_GetDefaultPcoControl,text,56
.text.CFW_SetDefaultPcoControl,text,56
.text.CFW_NwSetGsmTx,text,56
.text.CFW_SetInitStack,text,56
.text.CFW_SimSetAttribute,text,56
.text.CFW_GprsSetGprsClass,text,56
.text.CFW_GprsGetGprsClass,text,60
.text.CFW_NwSetDrxCycleLen,text,56
.text.CFW_NwGetDrxCycleLen,text,60
.text.CFW_NwSetPrePlmnList,text,72
.text.CFW_NwSetWeakSignalEnable,text,56
.text.CFW_NwGetWeakSignalEnable,text,56
.text.CFW_NwSetBandPowerBoost,text,96
.text.CFW_EmodSetDisableUpdateCsDomainPara,text,56
.text.CFW_EmodGetDisableUpdateCsDomainPara,text,56
.text.CFW_EmodSetReselectInTransfer,text,56
.text.CFW_TestCardAutoPdnControl,text,56
.text.CFW_GetNetDLPsmParam,text,56
.text.CFW_GprsGetEdrxAllowed,text,60
.text.CFW_NwSetDisableLtePara,text,72
.text.RPC_CFW_GetSSimFileInfoFromAP,text,16
.text.RPC_CFW_GetDftPdnInfoFromAP,text,16
.text.RPC_CFW_GetIMEIFromAP,text,12
.text.RPC_CFW_MeDeleteMessageV2,text,34
.text.RPC_CFW_MeWriteMessageV2,text,46
.text.RPC_CFW_MeReadMessageV2,text,30
.text.RPC_CFW_MeListMessageV2,text,46
.text.RPC_CFW_MeGetStorageInfoV2,text,42
.text.RPC_SMS_DM_Init_V2,text,12
.text.RPC_CFW_SetSoftSimDefaultInfo,text,20
.text.RPC_CFW_GetDefaultApn,text,14
.text.RPC_CFW_GetApnInfo,text,16
.text.RPC_CFW_GetSimLockStatusFromAP,text,14
.text.RPC_CFW_GetDetectMBS,text,14
.text.RPC_sim_GetSimCardModeCB,text,14
.text.RPC_sim_VsimResetCB,text,22
.text.RPC_CFW_NwGetLockBCCHCtoA,text,12
.text.RPC_CFW_GetDefaultLteCidCtoA,text,12
.text.RPC_sim_VsimProcessApduCB,text,44
.text.RPC_CFW_NwIsUseISIM,text,12
.text.RECV_EV_CFW_CC_SPEECH_CALL_IND,text,8
.text.RECV_EV_CFW_CC_CRSSINFO_IND,text,16
.text.RECV_EV_CFW_CC_INITIATE_SPEECH_CALL_RSP,text,16
.text.RECV_EV_CFW_NEW_SMS_IND,text,26
.text.RECV_EV_CFW_SS_USSD_IND,text,18
.text.RECV_EV_CFW_NW_NETWORKINFO_IND,text,10
.text.RECV_EV_CFW_NW_SET_REGISTRATION_RSP,text,16
.text.RECV_EV_CFW_GPRS_DATA_IND,text,12
.text.RECV_EV_CFW_NW_JAMMING_DETECT_IND,text,8
.text.RECV_EV_CFW_NW_JAMMING_DETECT_V2_IND,text,8
.text.RECV_EV_CFW_MBS_CALL_INFO_IND,text,8
.text.RECV_EV_CFW_SIM_GET_PBK_ENTRY_RSP,text,16
.text.RECV_EV_CFW_SIM_LIST_PBK_ENTRY_RSP,text,20
.text.RECV_EV_CFW_SIM_GET_PBK_STRORAGE_RSP,text,16
.text.RECV_EV_CFW_SIM_GET_PBK_STRORAGE_INFO_RSP,text,16
.text.RECV_EV_CFW_SIM_GET_PROVIDER_ID_RSP,text,4
.text.RECV_EV_CFW_SIM_CHANGE_PWD_RSP,text,4
.text.RECV_EV_CFW_SIM_READ_BINARY_RSP,text,16
.text.RECV_EV_CFW_SIM_GET_PREF_OPERATOR_LIST_RSP,text,4
.text.RECV_EV_CFW_SIM_GET_FILE_STATUS_RSP,text,4
.text.RECV_EV_CFW_SIM_READ_RECORD_RSP,text,4
.text.RECV_EV_CFW_SIM_READ_MESSAGE_RSP,text,22
.text.RECV_EV_CFW_SIM_LIST_MESSAGE_RSP,text,4
.text.RECV_EV_CFW_SIM_READ_FILES_RSP,text,4
.text.RECV_EV_CFW_SIM_TPDU_COMMAND_RSP,text,4
.text.RECV_EV_CFW_SIM_GET_DF_STATUS_RSP,text,4
.text.RECV_EV_CFW_SIM_GET_CDMA_IMSI_RSP,text,4
.text.RECV_EV_CFW_SMS_READ_MESSAGE_RSP,text,18
.text.RECV_EV_CFW_NW_GET_AVAIL_OPERATOR_RSP,text,28
.text.RECV_EV_CFW_NW_GET_QSCANF_RSP,text,18
.text.RECV_EV_CFW_NW_GET_FREQSCAN_RSP,text,4
.text.RECV_EV_CFW_NW_GET_FREQSCAN_V2_RSP,text,4
.text.RECV_EV_CFW_NW_GET_JAMMING_RSP,text,4
.text.RECV_EV_CFW_NW_GET_JAMMING_V2_RSP,text,4
.text.RECV_EV_CFW_NW_NET_DL_PSM_PARAM_RSP,text,8
.text.RECV_EV_CFW_NW_MEASURE_RESULT_RSP,text,4
.text.RECV_EV_CFW_SIM_READ_VOICEMIAL_RSP,text,4
.text.RECV_EV_CFW_CB_MSG_IND,text,4
.text.RECV_EV_CFW_CB_PAGE_IND,text,4
.text.RECV_EV_CFW_SIM_GET_SMS_PARAMETERS_RSP,text,16
.text.RECV_EV_CFW_SS_QUERY_CALL_FORWARDING_RSP,text,16
.text.RECV_EV_CFW_SS_SET_CALL_FORWARDING_RSP,text,16
.text.RECV_EV_CFW_SS_SEND_USSD_RSP,text,4
.text.RECV_EV_CFW_EMC_NUM_LIST_IND,text,16
.text.RECV_EV_CFW_SAT_REFRESH_FILE_CHG_RSP,text,8
.text.RECV_EV_CFW_SAT_RESPONSE_RSP,text,36
.text.RECV_EV_CFW_SIM_GET_EID_RSP,text,4
.text.RECV_EV_CFW_SIM_GET_ICCID_RSP,text,4
.text.RECV_EV_CFW_NW_JAMMING_RSSI_RSP,text,10
.text.RECV_EV_CFW_NW_EMM_FAILED_PROCEDURE_IND,text,8
.text.SMS_DeleteFromMeByStatusEX,text,104
.text.SMS_AppendEX,text,92
.text.SMS_WriteEX,text,44
.text.SMS_GetStorageInfoEX,text,120
.text.SMS_HaveFreeSlotEX,text,104
.text.SMS_SFSim2UserEX,text,100
.text.SMS_SFUser2SimEX,text,100
.text.SMS_ReadEX,text,56
.text.SMS_Read2EX,text,64
.text.CFW_MeReadMessageV2,text,60
.text.CFW_MeDeleteMessageV2,text,156
.text.CFW_MeWriteMessageV2,text,224
.text.CFW_MeListMessageV2,text,224
.text.CFW_MeGetStorageInfoV2,text,160
.text.SMS_DM_Init_V2,text,4
.rodata.CFW_MeDeleteMessageV2.str1.1,rodata,81
.rodata.CFW_MeGetStorageInfoV2.str1.1,rodata,154
.rodata.CFW_MeListMessageV2.str1.1,rodata,31
.rodata.CFW_MeWriteMessageV2.str1.1,rodata,79
.rodata.SMS_DeleteFromMeByStatusEX.str1.1,rodata,40
.rodata.SMS_GetStorageInfoEX.str1.1,rodata,34
.rodata.SMS_HaveFreeSlotEX.str1.1,rodata,32
.text.SMS_DM_GetRange,text,38
.text.SMS_DM_Writeback,text,96
.text.SMS_DM_Update,text,96
.text.SMS_DM_Init,text,224
.text.SMS_DM_GetFreeIndexFromNv,text,88
.text.SMS_DM_Add,text,164
.text.SMS_DM_Read,text,124
.text.SMS_DM_OverWrite,text,132
.text.SMS_DM_Delete,text,120
.text.SMS_DM_DeleteEX,text,124
.text.SMS_DM_GetIndexByStatus,text,156
.rodata.SMS_DM_Init.str1.1,rodata,25
.rodata.SMS_DM_Writeback.str1.1,rodata,14
.text._diagDataCB,text,22
.text.prvDiagSendMulti.isra.0,text,64
.text.diagRegisterCmdHandle,text,48
.text.diagUnregisterCmdHandle,text,40
.text.diagOutputPacket,text,28
.text.diagBadCommand,text,28
.text.prvDiagUnknownHandler,text,10
.text.prvDiagRxProcess,text,264
.text.diagOutputPacket2,text,48
.text.diagOutputPacket3,text,54
.text.diagInit,text,168
.text.diagDeviceName,text,32
.rodata.prvDiagRxProcess.str1.1,rodata,15
.text._handleAtCmd,text,60
.text.diagAtWrite,text,60
.text.diagAtRead,text,12
.text.diagAtReadAvail,text,16
.text.diagAtOpen,text,24
.text.diagAtClose,text,6
.text.diagAtCreate,text,50
.text.diagAtDestroy,text,20
.rodata._handleAtCmd.str1.1,rodata,38
.rodata.diagAtWrite.str1.1,rodata,20
.text.prvAtCamThread,text,184
.text.prvGenerateRspMsg,text,36
.text._handleCameraPrev,text,516
.text.diagCamPrevTestInit,text,16
.rodata._handleCameraPrev.str1.1,rodata,278
.rodata.prvAtCamThread.str1.1,rodata,43
.text._handleBattVoltage,text,74
.text._handleCharge,text,66
.text.diagChargeInit,text,36
.text.prvAutoSleep,text,20
.text._handleCurrentTest,text,120
.text.diagCurrentTestInit,text,16
.text.diagCalibPostInit,text,32
.rodata._handleCurrentTest.str1.1,rodata,33
.text._handleLog,text,28
.text.diagLogInit,text,16
.text._handleNvm,text,324
.text._diagNvDirectProcess,text,494
.text.diagNvmInit,text,60
.rodata._handleNvm.str1.1,rodata,34
.text._handlePs,text,160
.text.diagPsInit,text,16
.rodata._handlePs.str1.1,rodata,32
.text.prvSendPacket.isra.2.constprop.6,text,44
.text.diagRunModeCheck,text,376
.rodata.diagRunModeCheck.str1.1,rodata,52
.text._swver,text,144
.text.diagSwverInit,text,16
.rodata._swver.str1.1,rodata,182
.text._handleSysInfo,text,416
.text.diagSysInit,text,16
.rodata._handleSysInfo.str1.1,rodata,112
.text.DiagHandleLteCalibration,text,28
.text._readCnf,text,52
.text.DiagHandleCalibration,text,268
.text.Layer1_RegCaliDiagHandle,text,48
.rodata.DiagHandleCalibration.str1.1,rodata,50
.text.CamBf30a2TestMode,text,2
.text.CamBf30a2Brightness,text,2
.text.prvCamBf30a2PowerOff,text,52
.text.CamBf30a2GetSensorInfo,text,36
.text.CamBf30a2StopPrev,text,64
.text.prvCamIsrCB,text,1328
.text.prvCamBf30a2I2cClose,text,24
.text.CamBf30a2CaptureImage,text,68
.text.CamBf30a2PrevStart,text,116
.text.CamBf30a2PrevNotify,text,56
.text.CamBf30a2Close,text,64
.text.CamBf30a2SetFalsh,text,40
.text.CamBf30a2Ev,text,2
.text.CamBf30a2GetId,text,80
.text.CamBf30a2AWB,text,2
.text.CamBf30a2Contrast,text,2
.text.CamBf30a2ImageEffect,text,2
.text.prvCamBf30a2PowerOn,text,80
.text.prvCamBf30a2I2cOpen,text,52
.text.CamBf30a2Open,text,384
.text.quec_camBf30a2CheckId,text,300
.text.CamBf30a2Reg,text,132
.rodata.CamBf30a2CheckId.str1.1,rodata,59
.rodata.CamBf30a2GetId.str1.1,rodata,16
.rodata.CamBf30a2GetSensorInfo.str1.1,rodata,28
.rodata.CamBf30a2Open.str1.1,rodata,71
.rodata.CamBf30a2PrevStart.str1.1,rodata,54
.rodata.RG_InitVgaSingleSPI,rodata,216
.rodata.prvCamBf30a2I2cOpen.str1.1,rodata,18
.rodata.prvCamIsrCB.str1.1,rodata,76
.rodata.quec_camBf30a2CheckId.str1.1,rodata,24
.text._addRoundKey,text,28
.text.aesEncryptObj,text,916
.rodata.rcon,rodata,11
.rodata.sbox,rodata,256
.rodata.x2_sbox,rodata,256
.rodata.x3_sbox,rodata,256
.text._axidmaSuspend,text,44
.text._drvAxidmaIsr,text,104
.text.drvAxidmaChAllocate,text,52
.text.drvAxidmaChStart,text,164
.text.drvAxidmaChStop,text,124
.text.drvAxidmaChRelease,text,38
.text.drvAxidmaChBusy,text,22
.text.drvAxidmaChSetDmamap,text,28
.text.drvAxidmaStopAll,text,72
.text.drvAxidmaChRegisterIsr,text,34
.text.drvAxidmaResume,text,48
